STRUCTURE,STRUCTURE_ID,ACTION,REF_AREA CTRY,Region,INDICATOR,SEX,TIME_PERIOD,OBS_VALUE,UNIT_MULTIPLIER,UNIT_MEASURE,OBS_STATUS,OBS_CONF,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,TIME_PERIOD_METHOD,REF_PERIOD,COVERAGE_TIME,AGE
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,NOR,7,PT_CHLD_Y0T4_REG,M,2024,100,,PCNT,E,,,,,"Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system, which estimated at least 90% complete","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","UNSD Population and Vital Statistics Report, January 2026",,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,NOR,7,PT_CHLD_Y0T4_REG,F,2024,100,,PCNT,E,,,,,"Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system, which estimated at least 90% complete","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","UNSD Population and Vital Statistics Report, January 2026",,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,AU_CENTRAL_AFRICA,0,PT_CHLD_Y0T4_REG,_T,2023,46.839,,PCNT,E,,,,,"Based on 8 countries with a population coverage 99 per cent of the regional population aged 0-4 years. These estimates are based on countries with an available data source within the reference period of 2014 to 2023 and apply a methodology that is detailed in the 2024 UNICEF global report, The Right Start in Life: Global levels and trends in birth registration, 2024 update.","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","DHS, MICS, other national surveys, censuses and vital registration systems",,,EOF,,2014-23,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,CAF,2,PT_CHLD_Y0T4_REG,M,2019,45.5,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2018-19,,,EOF,,2018-19,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,CAF,2,PT_CHLD_Y0T4_REG,_T,2019,44.8,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2018-19,,,EOF,,2018-19,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,CAF,2,PT_CHLD_Y0T4_REG,F,2019,44.1,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2018-19,,,EOF,,2018-19,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,UNSDG_OCEANIA,0,PT_CHLD_Y0T4_REG,_T,2023,66.708,,PCNT,E,,,,,"Based on 11 countries with a population coverage 98 per cent of the regional population aged 0-4 years. These estimates are based on countries with an available data source within the reference period of 2014 to 2023 and apply a methodology that is detailed in the 2024 UNICEF global report, The Right Start in Life: Global levels and trends in birth registration, 2024 update.","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","DHS, MICS, other national surveys, censuses and vital registration systems",,,EOF,,2014-23,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,UNSDG_OCEANIAexAUSNZL,0,PT_CHLD_Y0T4_REG,_T,2023,25.604,,PCNT,E,,,,,"Based on 9 countries with a population coverage 96 per cent of the regional population aged 0-4 years. These estimates are based on countries with an available data source within the reference period of 2014 to 2023 and apply a methodology that is detailed in the 2024 UNICEF global report, The Right Start in Life: Global levels and trends in birth registration, 2024 update.","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","DHS, MICS, other national surveys, censuses and vital registration systems",,,EOF,,2014-23,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,OMN,4,PT_CHLD_Y0T4_REG,_T,2024,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Ministry of Health and Civil Registration,,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,OMN,4,PT_CHLD_Y0T4_REG,M,2024,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Ministry of Health and Civil Registration,,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,OMN,4,PT_CHLD_Y0T4_REG,F,2024,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Ministry of Health and Civil Registration,,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,PAK,5,PT_CHLD_Y0T4_REG,M,2018,42.5,,PCNT,RP,,,,,Jammu and Kashmir or Gilgit Baltistan regions are not included.,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2017-18,,,EOF,,2017-18,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,PAK,5,PT_CHLD_Y0T4_REG,_T,2018,42.2,,PCNT,RP,,,,,Jammu and Kashmir or Gilgit Baltistan regions are not included.,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2017-18,,,EOF,,2017-18,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,PAK,5,PT_CHLD_Y0T4_REG,F,2018,41.9,,PCNT,RP,,,,,Jammu and Kashmir or Gilgit Baltistan regions are not included.,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2017-18,,,EOF,,2017-18,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,UNSDG_CENTRALASIA,0,PT_CHLD_Y0T4_REG,_T,2023,99.233,,PCNT,E,,,,,"Based on 5 countries with a population coverage 100 per cent of the regional population aged 0-4 years. These estimates are based on countries with an available data source within the reference period of 2014 to 2023 and apply a methodology that is detailed in the 2024 UNICEF global report, The Right Start in Life: Global levels and trends in birth registration, 2024 update.","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","DHS, MICS, other national surveys, censuses and vital registration systems",,,EOF,,2014-23,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,UNSDG_CENTRALASIASOUTHERNASIA,0,PT_CHLD_Y0T4_REG,_T,2023,77.594,,PCNT,E,,,,,"Based on 14 countries with a population coverage 100 per cent of the regional population aged 0-4 years. These estimates are based on countries with an available data source within the reference period of 2014 to 2023 and apply a methodology that is detailed in the 2024 UNICEF global report, The Right Start in Life: Global levels and trends in birth registration, 2024 update.","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","DHS, MICS, other national surveys, censuses and vital registration systems",,,EOF,,2014-23,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,PAN,1,PT_CHLD_Y0T4_REG,M,2019,96.8,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","INEC, Encuesta de Propósitos Múltiples",,,EOF,,2019,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,PAN,1,PT_CHLD_Y0T4_REG,F,2019,96.6,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","INEC, Encuesta de Propósitos Múltiples",,,EOF,,2019,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,PAN,1,PT_CHLD_Y0T4_REG,_T,2019,96.7,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","INEC, Encuesta de Propósitos Múltiples",,,EOF,,2019,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,TCD,2,PT_CHLD_Y0T4_REG,M,2019,25.9,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019,,,EOF,,2019,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,TCD,2,PT_CHLD_Y0T4_REG,F,2019,25.5,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019,,,EOF,,2019,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,TCD,2,PT_CHLD_Y0T4_REG,_T,2019,25.7,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019,,,EOF,,2019,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,PNG,6,PT_CHLD_Y0T4_REG,F,2018,13.6,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2016-18,,,EOF,,2016-18,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,PNG,6,PT_CHLD_Y0T4_REG,M,2018,13.3,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2016-18,,,EOF,,2016-18,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,PNG,6,PT_CHLD_Y0T4_REG,_T,2018,13.4,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2016-18,,,EOF,,2016-18,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,PRY,1,PT_CHLD_Y0T4_REG,F,2020,71.3,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DGEEC 2015-20,,,EOF,,2020,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,PRY,1,PT_CHLD_Y0T4_REG,_T,2020,71.6,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DGEEC 2015-20,,,EOF,,2020,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,PRY,1,PT_CHLD_Y0T4_REG,M,2020,71.8,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DGEEC 2015-20,,,EOF,,2020,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,PER,1,PT_CHLD_Y0T4_REG,_T,2020,96.4,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",ENAPRES 2020,,,EOF,,2020,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,CHL,1,PT_CHLD_Y0T4_REG,_T,2024,99.8,,PCNT,RP,,,,,Data refers to registered births including late registration,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",National Directorate of the Civil Registry and Identification Service via Ministry of Justice and Human Rights,,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,PHL,6,PT_CHLD_Y0T4_REG,_T,2022,94,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2022,,,EOF,,2022,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,PHL,6,PT_CHLD_Y0T4_REG,M,2022,94.3,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2022,,,EOF,,2022,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,PHL,6,PT_CHLD_Y0T4_REG,F,2022,93.7,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2022,,,EOF,,2022,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,CHN,6,PT_CHLD_Y0T4_REG,_T,2020,96.7,,PCNT,RP,,,,,The population without household registration (hukou),"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",National Population Census 2020,,,EOF,,2020,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,CHN,6,PT_CHLD_Y0T4_REG,M,2020,96.7,,PCNT,RP,,,,,The population without household registration (hukou),"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",National Population Census 2020,,,EOF,,2020,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,CHN,6,PT_CHLD_Y0T4_REG,F,2020,96.6,,PCNT,RP,,,,,The population without household registration (hukou),"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",National Population Census 2020,,,EOF,,2020,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,POL,7,PT_CHLD_Y0T4_REG,M,2018,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Polish Ministry of Interior and Administration,,,EOF,,2018,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,POL,7,PT_CHLD_Y0T4_REG,_T,2018,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Polish Ministry of Interior and Administration,,,EOF,,2018,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,POL,7,PT_CHLD_Y0T4_REG,F,2018,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Polish Ministry of Interior and Administration,,,EOF,,2018,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,PRT,7,PT_CHLD_Y0T4_REG,_T,2020,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Portuguese Civil Registry Office 2020,,,EOF,,2020,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,PRT,7,PT_CHLD_Y0T4_REG,M,2020,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Portuguese Civil Registry Office 2020,,,EOF,,2020,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,PRT,7,PT_CHLD_Y0T4_REG,F,2020,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Portuguese Civil Registry Office 2020,,,EOF,,2020,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,QAT,4,PT_CHLD_Y0T4_REG,M,2023,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","Vital statistics, Ministry of Public Health 2023",,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,QAT,4,PT_CHLD_Y0T4_REG,F,2023,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","Vital statistics, Ministry of Public Health 2023",,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,QAT,4,PT_CHLD_Y0T4_REG,_T,2023,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","Vital statistics, Ministry of Public Health 2023",,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,COM,3,PT_CHLD_Y0T4_REG,F,2022,94.9,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2022,,,EOF,,2022,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,COM,3,PT_CHLD_Y0T4_REG,M,2022,95.2,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2022,,,EOF,,2022,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,COM,3,PT_CHLD_Y0T4_REG,_T,2022,95.1,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2022,,,EOF,,2022,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,COK,6,PT_CHLD_Y0T4_REG,M,2017,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Vital statistics 2017,,,EOF,,2017,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,COK,6,PT_CHLD_Y0T4_REG,_T,2017,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Vital statistics 2017,,,EOF,,2017,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,COK,6,PT_CHLD_Y0T4_REG,F,2017,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Vital statistics 2017,,,EOF,,2017,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,CRI,1,PT_CHLD_Y0T4_REG,_T,2021,96.4,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",INEC 2021,,,EOF,,2021,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,ROU,7,PT_CHLD_Y0T4_REG,M,2023,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","Live births statistical bulletins, National Institute of Statistics, 2023",,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,ROU,7,PT_CHLD_Y0T4_REG,_T,2023,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","Live births statistical bulletins, National Institute of Statistics, 2023",,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,ROU,7,PT_CHLD_Y0T4_REG,F,2023,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","Live births statistical bulletins, National Institute of Statistics, 2023",,,EOF,,2023,Y0T4
